engine_id,operating_hour,hours_since_last_overhaul,days_since_last_maintenance,load_percent,rpm,exhaust_gas_temp_c,exhaust_gas_temp_deviation_c,cooling_water_temp_c,lube_oil_pressure_bar,lube_oil_temp_c,fuel_consumption_rate_kg_h,turbocharger_rpm,vibration_mm_s,lube_oil_fe_ppm,lube_oil_cu_ppm,ambient_temp_c,sea_state,fuel_air_ratio,injection_timing_deg_btdc,remaining_useful_life_hours,anomaly_flag,failure_event,failure_within_48h
ENG-34,419,419,32,67.39,778.8,396.0,5.36,72.07,4.12,62.97,202.41,19421.0,2.414,14.94,8.02,25.1,Calm,0.0639,21.6,52,0,0,0
ENG-34,420,420,32,73.46,772.8,399.7,6.29,72.49,3.966,65.07,207.0,18901.0,2.478,15.07,7.29,23.0,Calm,0.0586,21.74,51,0,0,0
ENG-34,421,421,32,72.67,767.6,399.2,5.99,71.83,4.073,64.01,206.84,18605.0,2.684,16.36,8.18,24.7,Calm,0.061,21.54,50,0,0,0
ENG-34,422,422,32,71.58,769.8,401.4,2.97,70.61,4.246,64.82,201.98,18505.0,2.418,17.48,7.73,26.2,Calm,0.0549,21.58,49,0,0,0
ENG-34,423,423,32,61.5,774.8,403.0,1.51,72.5,4.205,63.69,204.49,18585.0,2.858,15.94,8.43,25.0,Calm,0.0589,20.97,48,0,0,1
ENG-34,424,424,32,69.43,772.4,399.8,4.83,70.53,4.219,65.6,204.65,19100.0,2.535,14.91,7.92,25.4,Calm,0.0587,21.82,47,0,0,1
ENG-34,425,425,32,68.3,782.0,400.5,2.82,73.03,3.921,62.16,214.53,18956.0,2.825,16.04,8.23,24.9,Calm,0.059,21.41,46,0,0,1
ENG-34,426,426,32,69.88,771.5,406.0,7.11,73.26,3.899,62.78,213.35,18620.0,2.465,18.32,8.43,25.8,Calm,0.0602,21.5,45,0,0,1
ENG-34,427,427,32,72.7,770.1,408.1,4.88,74.05,4.035,65.09,206.94,18764.0,2.822,16.24,7.59,23.7,Calm,0.0569,21.32,44,0,0,1
ENG-34,428,428,32,70.9,793.4,405.6,5.81,70.43,4.0,63.27,216.05,18791.0,2.574,15.86,7.75,24.6,Calm,0.0631,21.52,43,1,0,1
ENG-34,429,429,32,72.35,778.0,402.4,8.72,73.51,3.924,64.39,202.13,18621.0,3.222,18.12,8.57,25.1,Calm,0.0629,21.21,42,1,0,1
ENG-34,430,430,32,69.67,772.0,404.9,6.63,71.87,4.198,63.89,208.39,18514.0,2.658,17.17,7.84,25.6,Calm,0.0596,21.19,41,1,0,1
ENG-34,431,431,32,68.83,784.0,413.4,10.2,73.22,3.799,64.77,204.92,19188.0,2.541,20.68,8.31,25.1,Calm,0.0592,21.9,40,1,0,1
ENG-34,432,432,33,72.97,763.2,407.4,7.21,71.16,4.187,65.58,209.74,18558.0,3.292,21.56,8.56,23.5,Calm,0.0554,21.62,39,1,0,1
ENG-34,433,433,33,66.96,781.7,400.0,8.59,71.62,3.877,64.82,201.2,18733.0,2.875,22.66,10.14,24.7,Calm,0.0591,22.14,38,1,0,1
ENG-34,434,434,33,73.02,783.6,409.2,10.1,69.85,4.014,63.23,208.39,18747.0,3.183,19.32,10.21,25.8,Calm,0.0578,20.98,37,1,0,1
ENG-34,435,435,33,64.49,779.0,399.8,6.88,73.87,4.027,63.43,202.76,18648.0,3.097,17.15,8.21,25.5,Calm,0.0605,21.94,36,1,0,1
ENG-34,436,436,33,71.45,777.0,416.9,7.16,75.41,3.674,64.45,210.11,18816.0,2.759,22.63,9.76,23.1,Calm,0.063,21.76,35,1,0,1
ENG-34,437,437,33,68.66,768.6,403.7,9.75,73.98,4.093,63.16,205.64,18293.0,2.928,22.6,10.49,24.3,Calm,0.0575,21.5,34,1,0,1
ENG-34,438,438,33,72.1,775.3,409.8,7.11,74.36,3.999,63.53,212.54,18330.0,3.254,22.21,9.43,25.6,Calm,0.0613,21.11,33,1,0,1
ENG-34,439,439,33,72.17,770.3,418.7,4.24,74.0,4.118,68.79,211.2,18235.0,2.682,25.74,9.1,25.5,Calm,0.0618,21.68,32,1,0,1
ENG-34,440,440,33,66.69,770.3,410.7,11.21,73.58,4.0,64.64,204.13,18626.0,3.754,29.25,12.62,25.4,Calm,0.0654,20.52,31,1,0,1
ENG-34,441,441,33,67.19,770.7,417.6,10.75,71.51,4.033,65.97,207.94,18159.0,3.435,26.43,8.07,25.3,Calm,0.0588,21.61,30,1,0,1
ENG-34,442,442,33,73.88,782.7,413.0,4.8,76.05,3.732,64.28,204.08,18451.0,3.729,23.42,9.51,24.9,Calm,0.0582,20.93,29,1,0,1
ENG-34,443,443,33,67.29,775.2,407.5,10.18,75.62,3.99,68.79,211.26,18783.0,3.505,21.21,12.6,25.3,Calm,0.059,21.65,28,1,0,1
ENG-34,444,444,33,71.49,767.6,418.8,11.57,71.88,3.825,66.29,219.84,17959.0,3.086,27.77,8.09,24.9,Calm,0.0612,20.86,27,1,0,1
ENG-34,445,445,33,68.06,773.3,410.5,10.38,73.15,3.879,65.65,217.07,19330.0,3.445,20.9,9.47,25.3,Calm,0.0647,20.65,26,1,0,1
ENG-34,446,446,33,68.8,794.8,416.0,11.61,76.04,3.984,65.46,199.6,18672.0,3.615,22.82,14.0,25.6,Calm,0.0644,21.52,25,1,0,1
ENG-34,447,447,33,70.95,780.8,424.1,15.16,72.25,3.82,66.09,213.03,18119.0,3.426,33.08,12.76,24.2,Calm,0.0638,21.47,24,1,0,1
ENG-34,448,448,33,74.68,776.1,419.5,12.55,74.38,3.909,64.1,199.64,18245.0,3.715,27.38,11.87,26.1,Calm,0.0575,21.39,23,1,0,1
ENG-34,449,449,33,74.53,778.8,409.9,6.71,72.24,3.714,61.65,196.27,17970.0,3.594,32.53,13.18,26.0,Calm,0.0603,20.68,22,1,0,1
ENG-34,450,450,33,75.05,781.2,409.9,19.38,74.83,3.888,67.95,216.25,18107.0,4.326,33.03,11.88,25.6,Calm,0.0634,20.49,21,1,0,1
ENG-34,451,451,33,68.01,771.4,412.0,17.04,76.51,3.502,62.77,215.43,18230.0,4.097,31.68,9.0,25.8,Calm,0.0616,21.38,20,1,0,1
ENG-34,452,452,33,73.28,773.8,422.5,13.89,74.62,3.766,67.14,207.43,18624.0,3.828,29.91,12.35,24.7,Calm,0.0616,21.19,19,1,0,1
ENG-34,453,453,33,74.55,763.1,418.1,13.9,76.95,3.88,65.35,211.68,17909.0,3.364,29.61,9.36,24.8,Calm,0.0603,21.67,18,1,0,1
ENG-34,454,454,33,76.36,778.7,422.1,17.94,76.62,3.693,64.97,206.04,18117.0,3.609,36.91,13.26,24.1,Calm,0.0628,20.5,17,1,0,1
ENG-34,455,455,33,70.16,774.9,420.0,20.8,75.98,3.785,65.71,223.03,18080.0,3.961,35.17,16.4,26.5,Calm,0.064,20.95,16,1,0,1
ENG-34,456,456,34,72.84,780.3,425.2,18.25,76.32,3.904,69.22,203.54,18946.0,3.927,28.47,14.17,24.7,Calm,0.0626,20.81,15,1,0,1
ENG-34,457,457,34,66.86,774.8,416.9,9.54,75.47,3.554,66.6,205.44,18278.0,3.759,39.65,11.97,25.7,Calm,0.0635,20.96,14,1,0,1
ENG-34,458,458,34,72.62,775.2,433.2,12.87,77.26,3.873,67.36,213.67,17475.0,3.19,27.61,13.37,23.9,Calm,0.0619,21.26,13,1,0,1
ENG-34,459,459,34,65.61,767.9,439.3,21.23,73.74,4.023,69.68,215.83,18705.0,5.245,30.58,13.63,25.2,Calm,0.0651,20.34,12,1,0,1
ENG-34,460,460,34,65.59,771.6,414.6,17.58,73.9,3.451,68.4,205.88,18191.0,5.143,35.85,11.96,23.1,Calm,0.0597,21.5,11,1,0,1
ENG-34,461,461,34,66.59,771.7,418.7,13.01,74.63,3.43,67.11,214.01,17537.0,3.978,27.62,9.79,25.1,Calm,0.0595,20.93,10,1,0,1
ENG-34,462,462,34,70.93,772.8,415.6,29.09,76.91,3.51,69.8,220.4,17785.0,4.088,26.45,13.44,26.1,Calm,0.0639,20.62,9,1,0,1
ENG-34,463,463,34,68.18,788.5,428.1,20.04,76.54,3.36,68.68,206.51,17381.0,5.23,35.27,16.12,25.5,Calm,0.0605,20.71,8,1,0,1
ENG-34,464,464,34,68.24,778.2,427.0,11.86,79.73,3.508,69.47,205.8,17239.0,4.198,35.62,15.36,24.4,Calm,0.0625,20.5,7,1,0,1
ENG-34,465,465,34,76.01,770.4,419.1,23.84,78.4,3.76,65.05,208.45,18002.0,3.381,30.15,17.56,24.0,Calm,0.066,20.35,6,1,0,1
ENG-34,466,466,34,73.53,788.2,451.6,20.63,75.18,3.972,71.56,222.11,18226.0,4.592,47.09,10.26,26.4,Calm,0.0613,20.59,5,1,0,1
ENG-34,467,467,34,68.58,780.5,430.2,11.88,76.41,4.022,69.6,217.72,17187.0,3.857,50.68,17.69,25.2,Calm,0.0621,20.6,4,1,0,1
ENG-34,468,468,34,63.44,770.5,437.5,28.77,79.73,3.559,69.06,220.22,17383.0,4.243,38.51,16.78,24.4,Calm,0.0628,20.85,3,1,0,1
ENG-34,469,469,34,75.36,771.0,438.3,28.02,80.56,3.184,73.82,219.74,17530.0,4.183,38.27,12.12,25.3,Calm,0.0656,19.76,2,1,0,1
ENG-34,470,470,34,70.5,789.7,442.7,32.39,79.84,3.575,73.31,208.11,17463.0,4.039,37.16,17.07,25.3,Calm,0.0638,20.08,1,1,0,1
ENG-34,471,471,34,66.44,768.6,446.1,23.63,77.55,3.47,67.77,217.39,17541.0,4.062,28.43,12.18,25.4,Calm,0.0621,20.05,0,1,1,1
ENG-34,472,472,34,63.27,773.7,424.5,30.1,76.48,3.51,71.11,213.79,17431.0,5.064,30.02,10.05,25.3,Calm,0.0625,19.89,0,1,0,0
ENG-34,473,473,34,62.67,778.1,424.8,21.15,76.09,3.179,67.49,216.49,17880.0,5.758,32.98,21.53,23.7,Calm,0.065,20.76,0,1,0,0
ENG-34,474,474,34,69.4,777.9,451.7,26.05,78.3,3.211,72.49,215.06,16276.0,4.065,47.83,18.18,24.9,Calm,0.0669,20.0,0,1,0,0
ENG-34,475,475,34,68.25,763.3,451.3,16.0,78.78,3.075,70.36,216.61,18379.0,3.374,42.96,11.84,24.3,Calm,0.0674,19.86,0,1,0,0
ENG-34,476,476,34,65.81,777.1,460.6,29.02,75.14,3.306,68.87,225.37,16928.0,6.084,44.47,22.18,25.3,Calm,0.0616,20.38,0,1,0,0
ENG-34,477,477,34,76.47,784.5,474.9,34.89,80.21,3.147,75.02,209.13,18000.0,6.31,43.89,22.73,23.8,Calm,0.0662,20.0,0,1,0,0
ENG-34,478,478,34,68.28,777.1,453.7,22.85,75.06,2.904,69.17,209.92,16634.0,6.195,40.8,16.6,25.4,Calm,0.0669,20.8,0,1,0,0
ENG-34,479,479,34,75.74,762.3,444.9,16.61,77.14,3.257,74.6,219.0,17769.0,5.747,54.42,18.2,24.7,Calm,0.0633,20.89,0,1,0,0
ENG-34,480,480,35,64.24,765.9,450.2,16.69,74.24,3.338,75.38,225.99,17951.0,5.013,57.14,20.87,26.6,Calm,0.0595,20.69,0,1,0,0
ENG-34,481,481,35,75.37,771.3,451.7,23.59,77.16,3.502,68.33,221.97,16918.0,4.831,57.86,19.44,26.5,Calm,0.061,19.68,0,1,0,0
ENG-34,482,482,35,62.81,769.6,436.8,25.04,76.14,2.907,67.9,218.99,17863.0,3.974,34.0,26.64,25.1,Calm,0.0653,19.62,0,1,0,0
ENG-34,483,483,35,77.43,775.7,464.4,30.64,82.13,3.483,71.57,221.31,17711.0,5.494,39.91,26.24,25.3,Calm,0.064,20.08,0,1,0,0
ENG-34,484,484,35,73.69,768.0,447.8,28.88,83.17,3.068,67.52,214.0,18172.0,5.67,56.71,18.61,25.5,Calm,0.0704,20.26,0,1,0,0
ENG-34,485,485,35,77.33,781.2,461.1,35.26,81.1,2.81,68.0,228.32,17325.0,4.823,29.61,24.13,25.0,Calm,0.0698,18.27,0,1,0,0
ENG-34,486,486,35,66.74,769.6,477.0,21.48,77.66,3.384,73.5,231.11,17297.0,7.615,37.14,20.79,24.4,Calm,0.0626,19.19,0,1,0,0
ENG-34,487,487,35,74.1,770.2,453.0,28.24,75.72,3.13,74.76,228.0,17065.0,3.961,56.39,28.43,25.9,Calm,0.0685,19.15,0,1,0,0
ENG-34,488,488,35,62.34,768.8,454.3,31.94,75.84,3.278,73.07,232.03,16513.0,5.902,57.01,19.0,24.1,Calm,0.0594,19.15,0,1,0,0
ENG-34,489,489,35,58.96,761.6,438.1,38.94,79.52,3.107,81.92,220.38,17107.0,3.979,52.53,25.83,25.5,Calm,0.0656,19.82,0,1,0,0
ENG-34,490,490,35,73.16,763.8,448.1,23.01,82.51,3.342,78.14,206.55,17373.0,5.737,58.11,23.05,25.4,Calm,0.0685,20.03,0,1,0,0
ENG-34,491,491,35,67.3,767.4,451.1,43.12,78.94,3.684,74.59,223.89,17943.0,4.685,35.99,27.19,24.4,Calm,0.0644,20.4,0,1,0,0
ENG-34,492,492,35,59.79,771.9,492.9,25.48,77.46,3.056,66.63,227.3,17785.0,4.942,30.2,30.34,26.0,Calm,0.0734,19.49,0,1,0,0
ENG-34,493,493,35,75.76,764.6,441.4,34.24,82.95,2.997,80.31,223.08,15839.0,8.45,53.99,21.63,26.5,Calm,0.071,20.26,0,1,0,0
ENG-34,494,494,35,79.88,778.2,431.2,43.38,81.44,3.686,70.43,213.32,16387.0,4.244,58.88,15.82,26.3,Calm,0.0694,20.79,0,1,0,0
ENG-34,495,495,35,67.37,777.0,474.0,34.45,79.13,2.631,79.59,212.25,16521.0,6.528,66.81,14.31,25.1,Calm,0.063,19.3,0,1,0,0
ENG-34,496,496,35,67.4,780.1,438.2,44.1,79.52,3.449,76.7,222.92,18244.0,5.582,50.06,31.26,26.8,Calm,0.0654,20.91,0,1,0,0
ENG-34,497,497,35,65.22,772.3,441.7,53.83,86.36,3.323,79.33,215.21,17249.0,8.846,56.67,27.75,23.7,Calm,0.0666,20.7,0,1,0,0
ENG-34,498,498,35,69.27,776.3,438.7,28.36,80.69,2.497,72.76,221.92,15783.0,4.458,67.69,30.99,25.4,Calm,0.0682,19.47,0,1,0,0
ENG-34,499,499,35,68.71,787.6,457.0,22.5,79.3,3.393,73.53,225.72,16848.0,8.117,55.81,15.83,25.3,Calm,0.0708,20.26,0,1,0,0
ENG-34,500,500,35,73.22,779.4,488.9,22.19,87.08,2.477,76.37,224.82,15557.0,9.06,45.8,16.79,24.0,Calm,0.0708,19.45,0,1,0,0
ENG-35,1,1,15,70.17,774.6,386.6,4.38,80.64,4.072,64.67,175.21,18724.0,2.223,10.55,7.09,28.6,Moderate,0.0558,19.23,499,0,0,0
ENG-35,2,2,15,67.75,765.7,391.6,1.79,83.04,4.033,65.42,179.55,18267.0,2.043,10.58,7.16,28.5,Moderate,0.0607,19.04,498,0,0,0
ENG-35,3,3,15,70.83,779.3,387.8,4.27,80.76,4.122,64.8,177.74,18005.0,2.23,11.4,7.17,28.9,Moderate,0.0583,19.14,497,0,0,0
ENG-35,4,4,15,69.51,768.5,385.6,3.46,79.65,3.954,64.4,186.95,18085.0,2.035,11.63,7.74,26.6,Moderate,0.0578,18.8,496,0,0,0
ENG-35,5,5,15,67.72,780.1,385.7,3.6,79.67,4.099,64.45,190.28,18436.0,2.3,10.46,7.68,29.4,Moderate,0.0597,18.92,495,0,0,0
ENG-35,6,6,15,65.52,792.3,382.1,3.95,79.04,3.947,66.23,184.17,18752.0,2.078,10.58,7.16,28.3,Moderate,0.0559,19.55,494,0,0,0
ENG-35,7,7,15,63.59,774.3,385.5,3.73,80.24,4.111,62.29,177.62,17932.0,2.026,9.68,7.13,29.1,Moderate,0.0573,19.27,493,0,0,0
ENG-35,8,8,15,69.65,777.8,388.9,2.44,80.81,4.084,67.59,182.95,18326.0,2.437,9.86,7.04,29.8,Moderate,0.0564,18.84,492,0,0,0
ENG-35,9,9,15,68.37,762.9,389.3,2.45,79.38,3.809,65.42,173.41,18728.0,2.042,9.91,7.43,28.6,Moderate,0.0578,19.25,491,0,0,0
ENG-35,10,10,15,71.2,778.7,390.9,4.88,79.48,3.974,63.26,168.41,18358.0,2.196,10.55,7.59,28.4,Moderate,0.0585,18.84,490,0,0,0
ENG-35,11,11,15,59.92,778.3,395.9,6.74,80.52,4.037,63.75,174.84,18363.0,2.405,9.94,7.28,28.9,Moderate,0.0591,18.82,489,0,0,0
ENG-35,12,12,15,60.49,773.0,381.1,2.66,80.91,4.067,65.27,181.34,18853.0,2.086,10.61,7.81,26.9,Moderate,0.055,19.02,488,0,0,0
ENG-35,13,13,15,63.42,771.6,383.7,4.64,80.9,4.079,64.33,184.37,17677.0,2.028,10.37,7.27,28.6,Moderate,0.0586,18.91,487,0,0,0
ENG-35,14,14,15,65.06,775.2,386.1,3.5,81.35,3.995,64.72,186.01,18002.0,2.334,10.5,8.14,29.2,Moderate,0.0557,19.08,486,0,0,0
ENG-35,15,15,15,66.37,772.3,388.6,3.62,82.12,4.022,64.24,177.86,18405.0,2.079,9.7,7.54,26.7,Moderate,0.0596,18.54,485,0,0,0
ENG-35,16,16,15,67.22,785.2,389.8,0.05,80.65,3.984,66.91,172.53,18230.0,2.265,10.54,7.2,29.6,Moderate,0.0604,18.9,484,0,0,0
ENG-35,17,17,15,64.01,784.2,391.7,3.47,76.03,4.084,62.33,181.96,18178.0,2.402,11.44,7.07,28.3,Moderate,0.0583,18.7,483,0,0,0
ENG-35,18,18,15,68.02,779.8,388.2,5.05,78.58,3.949,65.43,178.96,18382.0,2.232,9.76,8.13,29.2,Moderate,0.0549,18.58,482,0,0,0
ENG-35,19,19,15,67.59,775.5,384.5,0.79,78.2,4.098,66.53,185.99,18413.0,2.694,9.98,7.08,30.3,Moderate,0.0576,18.53,481,0,0,0
ENG-35,20,20,15,61.54,759.4,394.2,3.96,80.88,3.961,66.27,182.58,18120.0,2.289,9.71,7.37,25.9,Moderate,0.0616,19.15,480,0,0,0
ENG-35,21,21,15,64.14,780.3,383.8,2.8,80.54,3.832,62.74,175.97,18381.0,2.08,9.85,8.17,28.7,Moderate,0.0593,19.13,479,0,0,0
ENG-35,22,22,15,66.28,783.3,384.0,5.33,80.86,4.097,65.56,180.41,18308.0,2.112,10.0,7.06,27.7,Moderate,0.0553,18.7,478,0,0,0
ENG-35,23,23,15,63.79,771.4,384.1,2.05,83.28,3.897,64.04,180.5,18339.0,2.201,10.37,7.09,29.3,Moderate,0.0603,18.96,477,0,0,0
ENG-35,24,24,16,68.9,773.7,387.0,0.28,79.21,4.015,64.38,174.43,18931.0,2.197,10.83,7.22,27.2,Moderate,0.0582,19.38,476,0,0,0
ENG-35,25,25,16,61.31,768.3,385.3,4.2,80.17,4.122,64.99,184.89,18114.0,2.158,9.91,7.31,28.4,Moderate,0.0595,18.63,475,0,0,0
ENG-35,26,26,16,68.73,768.6,385.6,0.89,79.2,3.941,61.88,175.4,18510.0,2.088,9.65,7.29,30.3,Moderate,0.0583,18.66,474,0,0,0
ENG-35,27,27,16,65.99,778.3,385.2,5.69,77.59,4.084,65.13,168.89,18217.0,2.059,11.57,7.53,29.6,Moderate,0.0601,18.85,473,0,0,0
ENG-35,28,28,16,66.55,775.8,392.7,1.55,79.91,3.949,63.84,188.02,18406.0,2.114,9.85,7.23,29.1,Moderate,0.0552,18.75,472,0,0,0
ENG-35,29,29,16,69.15,776.2,378.7,3.65,81.92,3.937,65.6,180.43,18450.0,2.075,10.43,7.23,29.0,Moderate,0.0579,18.89,471,0,0,0
ENG-35,30,30,16,66.59,786.3,391.1,1.15,81.81,4.019,65.55,181.34,18110.0,2.086,9.9,7.34,30.7,Moderate,0.0608,19.17,470,0,0,0
ENG-35,31,31,16,71.76,757.9,389.4,4.45,80.4,3.938,64.27,193.77,18455.0,2.218,11.53,7.38,28.5,Moderate,0.057,18.55,469,0,0,0
ENG-35,32,32,16,61.5,786.7,390.5,3.66,78.34,4.192,62.59,191.01,18299.0,2.186,10.18,7.56,27.8,Moderate,0.0549,18.89,468,0,0,0
ENG-35,33,33,16,58.87,775.1,391.1,0.89,82.24,4.126,63.6,181.61,18260.0,2.103,11.2,7.06,28.7,Moderate,0.059,19.1,467,0,0,0
ENG-35,34,34,16,66.19,774.7,389.5,3.75,81.82,4.159,64.93,190.07,18009.0,2.269,9.86,7.21,29.0,Moderate,0.0595,19.09,466,0,0,0
ENG-35,35,35,16,67.8,780.8,390.1,3.92,78.13,4.068,66.47,172.63,18166.0,2.057,10.02,7.17,29.2,Moderate,0.0551,19.11,465,0,0,0
ENG-35,36,36,16,68.55,780.5,390.2,1.44,80.36,3.953,64.7,181.75,18090.0,2.313,9.76,6.99,28.2,Moderate,0.0619,19.37,464,0,0,0
ENG-35,37,37,16,70.62,775.7,388.3,6.31,79.73,4.066,66.48,175.77,18500.0,2.089,9.63,7.08,30.0,Moderate,0.06,18.28,463,0,0,0
ENG-35,38,38,16,66.36,778.3,387.1,1.08,77.57,4.038,64.25,186.75,18090.0,2.182,9.84,7.76,29.2,Moderate,0.0585,18.81,462,0,0,0
ENG-35,39,39,16,67.71,780.9,393.2,4.61,80.32,3.956,63.53,180.62,18729.0,2.088,10.63,7.25,29.8,Moderate,0.059,18.7,461,0,0,0
ENG-35,40,40,16,68.97,762.7,388.7,1.13,81.51,4.062,64.32,183.29,18105.0,2.043,10.78,8.09,28.8,Moderate,0.0564,18.93,460,0,0,0
ENG-35,41,41,16,65.79,795.7,386.2,3.06,80.67,4.008,64.18,176.63,18476.0,2.444,10.91,7.29,28.8,Moderate,0.0608,18.75,459,0,0,0
ENG-35,42,42,16,66.24,769.1,388.2,4.44,82.42,4.009,66.28,177.04,17709.0,2.184,11.0,7.23,29.5,Moderate,0.0588,18.27,458,0,0,0
ENG-35,43,43,16,60.55,784.1,388.1,3.6,81.17,4.24,64.55,182.04,17941.0,2.247,9.96,8.11,29.2,Moderate,0.0548,18.96,457,0,0,0
ENG-35,44,44,16,68.4,774.1,389.7,6.49,79.62,4.049,65.15,180.27,18447.0,2.031,10.86,7.83,28.7,Moderate,0.0573,18.91,456,0,0,0
ENG-35,45,45,16,59.14,769.7,388.2,2.31,79.98,4.01,67.73,183.15,18539.0,2.301,9.68,7.04,28.8,Moderate,0.0597,18.71,455,0,0,0
ENG-35,46,46,16,65.1,773.6,383.9,3.22,79.44,4.097,64.3,183.97,18310.0,2.097,10.47,7.46,29.4,Moderate,0.0602,19.36,454,0,0,0
ENG-35,47,47,16,68.09,781.6,388.7,1.95,81.29,4.051,63.77,185.69,18622.0,2.284,10.52,7.34,28.6,Moderate,0.0602,18.91,453,0,0,0
ENG-35,48,48,17,62.96,774.2,392.4,2.82,80.08,4.164,62.84,176.98,18323.0,2.171,10.06,7.08,28.2,Moderate,0.0555,18.81,452,0,0,0
ENG-35,49,49,17,68.32,778.0,383.0,4.16,79.57,4.048,63.6,172.08,18959.0,2.141,11.32,7.94,29.0,Moderate,0.0577,19.48,451,0,0,0
ENG-35,50,50,17,68.16,778.1,390.2,4.96,80.37,4.072,63.52,185.08,18403.0,2.035,9.9,7.07,26.9,Moderate,0.0591,19.0,450,0,0,0
ENG-35,51,51,17,68.79,781.3,387.3,6.2,81.69,4.014,61.66,179.51,18611.0,2.035,10.03,7.39,27.8,Moderate,0.0587,18.78,449,0,0,0
ENG-35,52,52,17,68.47,770.9,389.7,1.96,81.2,4.34,62.04,186.52,18588.0,2.077,10.05,7.17,28.9,Moderate,0.0614,18.86,448,0,0,0
ENG-35,53,53,17,68.56,778.6,388.1,3.4,79.2,4.032,63.98,177.77,18699.0,2.238,10.11,7.25,29.8,Moderate,0.0591,18.53,447,0,0,0
ENG-35,54,54,17,65.3,780.8,385.3,4.37,77.57,3.952,64.78,181.14,17524.0,2.076,9.88,7.06,29.9,Moderate,0.0577,18.91,446,0,0,0
ENG-35,55,55,17,72.4,766.7,386.6,3.2,79.37,4.053,65.7,184.12,17994.0,2.185,10.18,7.25,30.1,Moderate,0.0575,18.65,445,0,0,0
ENG-35,56,56,17,63.17,780.6,389.4,4.78,79.87,3.952,64.83,180.16,18381.0,2.411,11.01,7.17,28.9,Moderate,0.0574,19.3,444,0,0,0
ENG-35,57,57,17,65.71,776.0,383.2,3.04,80.81,4.101,64.64,180.34,18506.0,2.158,9.69,7.32,29.3,Moderate,0.0571,18.67,443,0,0,0
ENG-35,58,58,17,63.49,784.2,386.8,6.97,81.59,4.117,64.92,180.11,18250.0,2.058,10.13,7.09,28.1,Moderate,0.0598,18.56,442,0,0,0
ENG-35,59,59,17,68.49,770.8,377.3,1.49,78.8,4.069,65.12,191.79,17886.0,2.02,9.62,7.96,27.8,Moderate,0.0583,18.94,441,0,0,0
ENG-35,60,60,17,67.11,760.3,389.9,3.73,82.42,3.747,63.55,178.42,17830.0,2.106,10.07,7.63,30.5,Moderate,0.0574,18.8,440,0,0,0
ENG-35,61,61,17,66.66,775.5,384.9,0.46,80.04,4.194,65.63,178.96,18355.0,2.29,10.69,7.42,28.3,Moderate,0.0591,18.56,439,0,0,0
ENG-35,62,62,17,64.09,768.3,384.7,0.98,79.02,4.172,64.46,179.64,18546.0,2.075,10.23,7.32,29.2,Moderate,0.0575,18.69,438,0,0,0
ENG-35,63,63,17,64.37,778.4,390.2,4.32,79.79,4.112,62.79,187.5,18043.0,2.092,10.42,7.0,29.3,Moderate,0.0584,19.54,437,0,0,0
ENG-35,64,64,17,60.69,769.3,386.4,5.99,78.49,4.096,64.42,173.01,17705.0,2.103,9.88,7.37,30.6,Moderate,0.0605,18.64,436,0,0,0
ENG-35,65,65,17,64.65,764.3,384.3,1.29,79.96,3.938,61.57,182.39,17650.0,2.076,11.42,7.28,27.0,Moderate,0.0572,18.73,435,0,0,0
ENG-35,66,66,17,64.83,781.2,399.8,2.17,81.02,4.055,64.37,176.4,18470.0,2.173,9.8,7.23,28.9,Moderate,0.0565,19.2,434,0,0,0
ENG-35,67,67,17,62.66,771.8,389.2,4.41,79.45,4.141,66.05,176.37,18564.0,2.135,10.31,7.14,30.9,Moderate,0.0577,18.9,433,0,0,0
ENG-35,68,68,17,67.38,778.4,386.5,4.72,81.06,4.14,65.38,178.91,18775.0,2.172,9.85,7.11,28.7,Moderate,0.0559,18.81,432,0,0,0
ENG-35,69,69,17,67.02,781.7,388.8,4.96,79.89,4.111,66.31,178.98,18198.0,2.22,9.99,7.88,28.4,Moderate,0.0603,18.83,431,0,0,0
ENG-35,70,70,17,62.02,768.9,378.7,0.2,81.12,4.097,62.19,172.77,17631.0,2.276,10.07,7.38,30.5,Moderate,0.0578,18.43,430,0,0,0
ENG-35,71,71,17,68.94,772.7,392.7,2.11,79.39,4.061,62.95,185.44,18373.0,2.345,9.69,7.09,29.8,Moderate,0.06,18.84,429,0,0,0
ENG-35,72,72,18,71.76,791.2,391.5,1.4,78.17,4.07,66.19,186.69,18794.0,2.162,11.27,7.32,30.0,Moderate,0.0581,18.76,428,0,0,0
ENG-35,73,73,18,71.91,767.2,389.1,1.33,80.13,3.881,62.89,171.85,18529.0,2.204,10.48,7.01,29.9,Moderate,0.0579,18.75,427,0,0,0
ENG-35,74,74,18,63.14,789.2,384.1,5.82,81.23,3.992,64.07,174.39,18391.0,2.189,10.83,7.82,28.7,Moderate,0.0588,18.95,426,0,0,0
ENG-35,75,75,18,67.95,798.4,379.2,2.95,81.56,4.119,63.93,183.63,18093.0,2.072,10.29,7.69,29.0,Moderate,0.0533,18.45,425,0,0,0
ENG-35,76,76,18,66.3,784.5,390.5,4.08,76.93,4.188,63.74,182.86,18456.0,2.219,10.46,7.37,28.0,Moderate,0.0568,19.29,424,0,0,0
ENG-35,77,77,18,63.04,776.3,391.1,2.59,78.74,3.947,61.67,171.45,18130.0,2.122,9.7,7.07,29.1,Moderate,0.0582,18.89,423,0,0,0
